U 50
5 16 25.497
5 17 27.3819
5 18 29.1587
5 19 30.8205
5 20 32.3607
5 21 33.7731
5 22 35.0523
5 23 36.1931
5 24 37.1911
5 25 38.0423
5 26 38.7433
5 27 39.2915
5 28 39.6846
5 29 39.9211
5 30 40
5 31 39.9211
5 32 39.6846
5 33 39.2915
5 34 38.7433
5 35 38.0423
5 36 37.1911
5 37 36.1931
5 38 35.0523
5 39 33.7731
5 40 32.3607
5 41 30.8205
5 42 29.1587
5 43 27.3819
5 44 25.497
5 45 23.5114
5 46 21.4331
5 47 19.2701
5 48 17.0312
5 49 14.725
6 7 2.51162
6 8 5.01333
6 9 7.49525
6 10 9.9476
6 11 12.3607
6 12 14.725
6 13 17.0312
6 14 19.2701
6 15 21.4331
6 16 23.5114
6 17 25.497
6 18 27.3819
6 19 29.1587
6 20 30.8205
6 21 32.3607
6 22 33.7731
6 23 35.0523
6 24 36.1931
6 25 37.1911
6 26 38.0423
6 27 38.7433
6 28 39.2915
6 29 39.6846
6 30 39.9211
6 31 40
6 32 39.9211
6 33 39.6846
6 34 39.2915
6 35 38.7433
6 36 38.0423
6 37 37.1911
6 38 36.1931
6 39 35.0523
6 40 33.7731
6 41 32.3607
6 42 30.8205
6 43 29.1587
6 44 27.3819
6 45 25.497
6 46 23.5114
6 47 21.4331
6 48 19.2701
6 49 17.0312
7 8 2.51162
7 9 5.01333
7 10 7.49525
7 11 9.9476
7 12 12.3607
7 13 14.725
7 14 17.0312
7 15 19.2701
7 16 21.4331
7 17 23.5114
7 18 25.497
7 19 27.3819
7 20 29.1587
7 21 30.8205
7 22 32.3607
7 23 33.7731
7 24 35.0523
7 25 36.1931
7 26 37.1911
7 27 38.0423
7 28 38.7433
7 29 39.2915
7 30 39.6846
7 31 39.9211
7 32 40
7 33 39.9211
7 34 39.6846
7 35 39.2915
7 36 38.7433
7 37 38.0423
7 38 37.1911
7 39 36.1931
7 40 35.0523
7 41 33.7731
7 42 32.3607
7 43 30.8205
7 44 29.1587
7 45 27.3819
7 46 25.497
7 47 23.5114
7 48 21.4331
7 49 19.2701
8 9 2.51162
8 10 5.01333
8 11 7.49525
8 12 9.9476
8 13 12.3607
8 14 14.725
8 15 17.0312
8 16 19.2701
8 17 21.4331
8 18 23.5114
8 19 25.497
8 20 27.3819
8 21 29.1587
8 22 30.8205
8 23 32.3607
8 24 33.7731
8 25 35.0523
8 26 36.1931
8 27 37.1911
8 28 38.0423
8 29 38.7433
8 30 39.2915
8 31 39.6846
8 32 39.9211
8 33 40
8 34 39.9211
8 35 39.6846
8 36 39.2915
8 37 38.7433
8 38 38.0423
8 39 37.1911
8 40 36.1931
8 41 35.0523
8 42 33.7731
8 43 32.3607
8 44 30.8205
8 45 29.1587
8 46 27.3819
8 47 25.497
8 48 23.5114
8 49 21.4331
9 10 2.51162
9 11 5.01333
9 12 7.49525
9 13 9.9476
9 14 12.3607
9 15 14.725
9 16 17.0312
9 17 19.2701
9 18 21.4331
9 19 23.5114
9 20 25.497
9 21 27.3819
9 22 29.1587
9 23 30.8205
9 24 32.3607
9 25 33.7731
9 26 35.0523
9 27 36.1931
9 28 37.1911
9 29 38.0423
9 30 38.7433
9 31 39.2915
9 32 39.6846
9 33 39.9211
9 34 40
9 35 39.9211
9 36 39.6846
9 37 39.2915
9 38 38.7433
9 39 38.0423
9 40 37.1911
9 41 36.1931
9 42 35.0523
9 43 33.7731
9 44 32.3607
9 45 30.8205
9 46 29.1587
9 47 27.3819
9 48 25.497
9 49 23.5114
10 11 2.51162
10 12 5.01333
10 13 7.49525
10 14 9.9476
10 15 12.3607
10 16 14.725
10 17 17.0312
10 18 19.2701
10 19 21.4331
10 20 23.5114
10 21 25.497
10 22 27.3819
10 23 29.1587
10 24 30.8205
10 25 32.3607
10 26 33.7731
10 27 35.0523
10 28 36.1931
10 29 37.1911
10 30 38.0423
10 31 38.7433
10 32 39.2915
10 33 39.6846
10 34 39.9211
10 35 40
10 36 39.9211
10 37 39.6846
10 38 39.2915
10 39 38.7433
10 40 38.0423
10 41 37.1911
10 42 36.1931
10 43 35.0523
10 44 33.7731
10 45 32.3607
10 46 30.8205
10 47 29.1587
10 48 27.3819
10 49 25.497
11 12 2.51162
11 13 5.01333
11 14 7.49525
11 15 9.9476
11 16 12.3607
11 17 14.725
11 18 17.0312
11 19 19.2701
11 20 21.4331
11 21 23.5114
11 22 25.497
11 23 27.3819
11 24 29.1587
11 25 30.8205
11 26 32.3607
11 27 33.7731
11 28 35.0523
11 29 36.1931
11 30 37.1911
11 31 38.0423
11 32 38.7433
11 33 39.2915
11 34 39.6846
11 35 39.9211
11 36 40
11 37 39.9211
11 38 39.6846
11 39 39.2915
11 40 38.7433
11 41 38.0423
11 42 37.1911
11 43 36.1931
11 44 35.0523
11 45 33.7731
11 46 32.3607
11 47 30.8205
11 48 29.1587
11 49 27.3819
12 13 2.51162
12 14 5.01333
12 15 7.49525
12 16 9.9476
12 17 12.3607
12 18 14.725
12 19 17.0312
12 20 19.2701
12 21 21.4331
12 22 23.5114
12 23 25.497
12 24 27.3819
12 25 29.1587
12 26 30.8205
12 27 32.3607
12 28 33.7731
12 29 35.0523
12 30 36.1931
12 31 37.1911
12 32 38.0423
12 33 38.7433
12 34 39.2915
12 35 39.6846
12 36 39.9211
12 37 40
12 38 39.9211
12 39 39.6846
12 40 39.2915
12 41 38.7433
12 42 38.0423
12 43 37.1911
12 44 36.1931
12 45 35.0523
12 46 33.7731
12 47 32.3607
12 48 30.8205
12 49 29.1587
13 14 2.51162
13 15 5.01333
13 16 7.49525
13 17 9.9476
13 18 12.3607
13 19 14.725
13 20 17.0312
13 21 19.2701
13 22 21.4331
13 23 23.5114
13 24 25.497
13 25 27.3819
13 26 29.1587
13 27 30.8205
13 28 32.3607
13 29 33.7731
13 30 35.0523
13 31 36.1931
13 32 37.1911
13 33 38.0423
13 34 38.7433
13 35 39.2915
13 36 39.6846
13 37 39.9211
13 38 40
13 39 39.9211
13 40 39.6846
13 41 39.2915
13 42 38.7433
13 43 38.0423
13 44 37.1911
13 45 36.1931
13 46 35.0523
13 47 33.7731
13 48 32.3607
13 49 30.8205
14 15 2.51162
14 16 5.01333
14 17 7.49525
14 18 9.9476
14 19 12.3607
14 20 14.725
14 21 17.0312
14 22 19.2701
14 23 21.4331
14 24 23.5114
14 25 25.497
14 26 27.3819
14 27 29.1587
14 28 30.8205
14 29 32.3607
14 30 33.7731
14 31 35.0523
14 32 36.1931
14 33 37.1911
14 34 38.0423
14 35 38.7433
14 36 39.2915
14 37 39.6846
14 38 39.9211
14 39 40
14 40 39.9211
14 41 39.6846
14 42 39.2915
14 43 38.7433
14 44 38.0423
14 45 37.1911
14 46 36.1931
14 47 35.0523
14 48 33.7731
14 49 32.3607
15 16 2.51162
15 17 5.01333
15 18 7.49525
15 19 9.9476
15 20 12.3607
15 21 14.725
15 22 17.0312
15 23 19.2701
15 24 21.4331
15 25 23.5114
15 26 25.497
15 27 27.3819
15 28 29.1587
15 29 30.8205
15 30 32.3607
15 31 33.7731
15 32 35.0523
15 33 36.1931
15 34 37.1911
15 35 38.0423
15 36 38.7433
15 37 39.2915
15 38 39.6846
15 39 39.9211
15 40 40
15 41 39.9211
15 42 39.6846
15 43 39.2915
15 44 38.7433
15 45 38.0423
15 46 37.1911
15 47 36.1931
15 48 35.0523
15 49 33.7731
16 17 2.51162
16 18 5.01333
16 19 7.49525
16 20 9.9476
16 21 12.3607
16 22 14.725
16 23 17.0312
16 24 19.2701
16 25 21.4331
16 26 23.5114
16 27 25.497
16 28 27.3819
16 29 29.1587
16 30 30.8205
16 31 32.3607
16 32 33.7731
16 33 35.0523
16 34 36.1931
16 35 37.1911
16 36 38.0423
16 37 38.7433
16 38 39.2915
16 39 39.6846
16 40 39.9211
16 41 40
16 42 39.9211
16 43 39.6846
16 44 39.2915
16 45 38.7433
16 46 38.0423
16 47 37.1911
16 48 36.1931
16 49 35.0523
17 18 2.51162
17 19 5.01333
17 20 7.49525
17 21 9.9476
17 22 12.3607
17 23 14.725
17 24 17.0312
17 25 19.2701
17 26 21.4331
17 27 23.5114
17 28 25.497
17 29 27.3819
17 30 29.1587
17 31 30.8205
17 32 32.3607
17 33 33.7731
17 34 35.0523
17 35 36.1931
17 36 37.1911
17 37 38.0423
17 38 38.7433
17 39 39.2915
17 40 39.6846
17 41 39.9211
17 42 40
17 43 39.9211
17 44 39.6846
17 45 39.2915
17 46 38.7433
17 47 38.0423
17 48 37.1911
17 49 36.1931
18 19 2.51162
18 20 5.01333
18 21 7.49525
18 22 9.9476
18 23 12.3607
18 24 14.725
18 25 17.0312
18 26 19.2701
18 27 21.4331
18 28 23.5114
18 29 25.497
18 30 27.3819
18 31 29.1587
18 32 30.8205
18 33 32.3607
18 34 33.7731
18 35 35.0523
18 36 36.1931
18 37 37.1911
18 38 38.0423
18 39 38.7433
18 40 39.2915
18 41 39.6846
18 42 39.9211
18 43 40
18 44 39.9211
18 45 39.6846
18 46 39.2915
18 47 38.7433
18 48 38.0423
18 49 37.1911
19 20 2.51162
19 21 5.01333
19 22 7.49525
19 23 9.9476
19 24 12.3607
19 25 14.725
19 26 17.0312
19 27 19.2701
19 28 21.4331
19 29 23.5114
19 30 25.497
19 31 27.3819
19 32 29.1587
19 33 30.8205
19 34 32.3607
19 35 33.7731
19 36 35.0523
19 37 36.1931
19 38 37.1911
19 39 38.0423
19 40 38.7433
19 41 39.2915
19 42 39.6846
19 43 39.9211
19 44 40
19 45 39.9211
19 46 39.6846
19 47 39.2915
19 48 38.7433
19 49 38.0423
20 21 2.51162
20 22 5.01333
20 23 7.49525
20 24 9.9476
20 25 12.3607
20 26 14.725
20 27 17.0312
20 28 19.2701
20 29 21.4331
20 30 23.5114
20 31 25.497
20 32 27.3819
20 33 29.1587
20 34 30.8205
20 35 32.3607
20 36 33.7731
20 37 35.0523
20 38 36.1931
20 39 37.1911
20 40 38.0423
20 41 38.7433
20 42 39.2915
20 43 39.6846
20 44 39.9211
20 45 40
20 46 39.9211
20 47 39.6846
20 48 39.2915
20 49 38.7433
21 22 2.51162
21 23 5.01333
21 24 7.49525
21 25 9.9476
21 26 12.3607
21 27 14.725
21 28 17.0312
21 29 19.2701
21 30 21.4331
21 31 23.5114
21 32 25.497
21 33 27.3819
21 34 29.1587
21 35 30.8205
21 36 32.3607
21 37 33.7731
21 38 35.0523
21 39 36.1931
21 40 37.1911
21 41 38.0423
21 42 38.7433
21 43 39.2915
21 44 39.6846
21 45 39.9211
21 46 40
21 47 39.9211
21 48 39.6846
21 49 39.2915
22 23 2.51162
22 24 5.01333
22 25 7.49525
22 26 9.9476
22 27 12.3607
22 28 14.725
22 29 17.0312
22 30 19.2701
22 31 21.4331
22 32 23.5114
22 33 25.497
22 34 27.3819
22 35 29.1587
22 36 30.8205
22 37 32.3607
22 38 33.7731
22 39 35.0523
22 40 36.1931
22 41 37.1911
22 42 38.0423
22 43 38.7433
22 44 39.2915
22 45 39.6846
22 46 39.9211
22 47 40
22 48 39.9211
22 49 39.6846
23 24 2.51162
23 25 5.01333
23 26 7.49525
23 27 9.9476
23 28 12.3607
23 29 14.725
23 30 17.0312
23 31 19.2701
23 32 21.4331
23 33 23.5114
23 34 25.497
23 35 27.3819
23 36 29.1587
23 37 30.8205
23 38 32.3607
23 39 33.7731
23 40 35.0523
23 41 36.1931
23 42 37.1911
23 43 38.0423
23 44 38.7433
23 45 39.2915
23 46 39.6846
23 47 39.9211
23 48 40
23 49 39.9211
24 25 2.51162
24 26 5.01333
24 27 7.49525
24 28 9.9476
24 29 12.3607
24 30 14.725
24 31 17.0312
24 32 19.2701
24 33 21.4331
24 34 23.5114
24 35 25.497
24 36 27.3819
24 37 29.1587
24 38 30.8205
24 39 32.3607
24 40 33.7731
24 41 35.0523
24 42 36.1931
24 43 37.1911
24 44 38.0423
24 45 38.7433
24 46 39.2915
24 47 39.6846
24 48 39.9211
24 49 40
25 26 2.51162
25 27 5.01333
25 28 7.49525
25 29 9.9476
25 30 12.3607
25 31 14.725
25 32 17.0312
25 33 19.2701
25 34 21.4331
25 35 23.5114
25 36 25.497
25 37 27.3819
25 38 29.1587
25 39 30.8205
25 40 32.3607
25 41 33.7731
25 42 35.0523
25 43 36.1931
25 44 37.1911
25 45 38.0423
25 46 38.7433
25 47 39.2915
25 48 39.6846
25 49 39.9211
26 27 2.51162
26 28 5.01333
26 29 7.49525
26 30 9.9476
26 31 12.3607
26 32 14.725
26 33 17.0312
26 34 19.2701
26 35 21.4331
26 36 23.5114
26 37 25.497
26 38 27.3819
26 39 29.1587
26 40 30.8205
26 41 32.3607
26 42 33.7731
26 43 35.0523
26 44 36.1931
26 45 37.1911
26 46 38.0423
26 47 38.7433
26 48 39.2915
26 49 39.6846
27 28 2.51162
27 29 5.01333
27 30 7.49525
27 31 9.9476
27 32 12.3607
27 33 14.725
27 34 17.0312
27 35 19.2701
27 36 21.4331
27 37 23.5114
27 38 25.497
27 39 27.3819
27 40 29.1587
27 41 30.8205
27 42 32.3607
27 43 33.7731
27 44 35.0523
27 45 36.1931
27 46 37.1911
27 47 38.0423
27 48 38.7433
27 49 39.2915
28 29 2.51162
28 30 5.01333
28 31 7.49525
28 32 9.9476
28 33 12.3607
28 34 14.725
28 35 17.0312
28 36 19.2701
28 37 21.4331
28 38 23.5114
28 39 25.497
28 40 27.3819
28 41 29.1587
28 42 30.8205
28 43 32.3607
28 44 33.7731
28 45 35.0523
28 46 36.1931
28 47 37.1911
28 48 38.0423
28 49 38.7433
29 30 2.51162
29 31 5.01333
29 32 7.49525
29 33 9.9476
29 34 12.3607
29 35 14.725
29 36 17.0312
29 37 19.2701
29 38 21.4331
29 39 23.5114
29 40 25.497
29 41 27.3819
29 42 29.1587
29 43 30.8205
29 44 32.3607
29 45 33.7731
29 46 35.0523
29 47 36.1931
29 48 37.1911
29 49 38.0423
30 31 2.51162
30 32 5.01333
30 33 7.49525
30 34 9.9476
30 35 12.3607
30 36 14.725
30 37 17.0312
30 38 19.2701
30 39 21.4331
30 40 23.5114
30 41 25.497
30 42 27.3819
30 43 29.1587
30 44 30.8205
30 45 32.3607
30 46 33.7731
30 47 35.0523
30 48 36.1931
30 49 37.1911
31 32 2.51162
31 33 5.01333
31 34 7.49525
31 35 9.9476
31 36 12.3607
31 37 14.725
31 38 17.0312
31 39 19.2701
31 40 21.4331
31 41 23.5114
31 42 25.497
31 43 27.3819
31 44 29.1587
31 45 30.8205
31 46 32.3607
31 47 33.7731
31 48 35.0523
31 49 36.1931
32 33 2.51162
32 34 5.01333
32 35 7.49525
32 36 9.9476
32 37 12.3607
32 38 14.725
32 39 17.0312
32 40 19.2701
32 41 21.4331
32 42 23.5114
32 43 25.497
32 44 27.3819
32 45 29.1587
32 46 30.8205
32 47 32.3607
32 48 33.7731
32 49 35.0523
33 34 2.51162
33 35 5.01333
33 36 7.49525
33 37 9.9476
33 38 12.3607
33 39 14.725
33 40 17.0312
33 41 19.2701
33 42 21.4331
33 43 23.5114
33 44 25.497
33 45 27.3819
33 46 29.1587
33 47 30.8205
33 48 32.3607
33 49 33.7731
34 35 2.51162
34 36 5.01333
34 37 7.49525
34 38 9.9476
34 39 12.3607
34 40 14.725
34 41 17.0312
34 42 19.2701
34 43 21.4331
34 44 23.5114
34 45 25.497
34 46 27.3819
34 47 29.1587
34 48 30.8205
34 49 32.3607
35 36 2.51162
35 37 5.01333
35 38 7.49525
35 39 9.9476
35 40 12.3607
35 41 14.725
35 42 17.0312
35 43 19.2701
35 44 21.4331
35 45 23.5114
35 46 25.497
35 47 27.3819
35 48 29.1587
35 49 30.8205
36 37 2.51162
36 38 5.01333
36 39 7.49525
36 40 9.9476
36 41 12.3607
36 42 14.725
36 43 17.0312
36 44 19.2701
36 45 21.4331
36 46 23.5114
36 47 25.497
36 48 27.3819
36 49 29.1587
37 38 2.51162
37 39 5.01333
37 40 7.49525
37 41 9.9476
37 42 12.3607
37 43 14.725
37 44 17.0312
37 45 19.2701
37 46 21.4331
37 47 23.5114
37 48 25.497
37 49 27.3819
38 39 2.51162
38 40 5.01333
38 41 7.49525
38 42 9.9476
38 43 12.3607
38 44 14.725
38 45 17.0312
38 46 19.2701
38 47 21.4331
38 48 23.5114
38 49 25.497
39 40 2.51162
39 41 5.01333
39 42 7.49525
39 43 9.9476
39 44 12.3607
39 45 14.725
39 46 17.0312
39 47 19.2701
39 48 21.4331
39 49 23.5114
40 41 2.51162
40 42 5.01333
40 43 7.49525
40 44 9.9476
40 45 12.3607
40 46 14.725
40 47 17.0312
40 48 19.2701
40 49 21.4331
41 42 2.51162
41 43 5.01333
41 44 7.49525
41 45 9.9476
41 46 12.3607
41 47 14.725
41 48 17.0312
41 49 19.2701
42 43 2.51162
42 44 5.01333
42 45 7.49525
42 46 9.9476
42 47 12.3607
42 48 14.725
42 49 17.0312
43 44 2.51162
43 45 5.01333
43 46 7.49525
43 47 9.9476
43 48 12.3607
43 49 14.725
44 45 2.51162
44 46 5.01333
44 47 7.49525
44 48 9.9476
44 49 12.3607
45 46 2.51162
45 47 5.01333
45 48 7.49525
45 49 9.9476
46 47 2.51162
46 48 5.01333
46 49 7.49525
47 48 2.51162
47 49 5.01333
48 49 2.51162
